text,label
Quels sont les lieux touristiques populaires à visiter à Sydney,travel_suggestion
Que peut-on faire à Tokyo si vous avez seulement deux jours,travel_suggestion
Quels sont les lieux les plus populaires à visiter en Italie,travel_suggestion
Donnez-moi une suggestion de destination pour mon anniversaire,travel_suggestion
Que voulez vous voir à Paris,travel_suggestion
Avez-vous des suggestions pour voyager dans le monde entier,travel_suggestion
Je voudrais une chambre double avec vue sur l'océan et un lit king dans un hôtel à proximité d'un parc national,book_hotel
Est-ce qu'il y a des restrictions de poids pour les bagages à bord d'une compagnie aérienne particulière,carry_on
Est-ce qu'il existe une limite de poids pour mes bagages à main lorsque je prends un avion Delta Air Lines?,carry_on
Que devrais-je voir si je vis à Paris pour la première fois,travel_suggestion
Je veux savoir si j'arrive à temps à l'aéroport,flight_status
Donnez-moi une suggestion sur comment voyager jusqu'à Londres,travel_suggestion
Je veux voir les Alpes suisses. Quelles sont les meilleures villes à visiter?,travel_suggestion
Que doit-on faire si on veut aller dans la ville de Sydney,travel_suggestion
Est-ce qu'un avion va partir dans quelques minutes,flight_status
Est-ce que j'arrive à destination à 1h30 du matin,flight_status
Que devrais-je faire si ma valise n'est pas arrivée avec moi,lost_luggage
Mon avion s'arrête à New York et il faut que je change d'avion,flight_status
Veuillez me dire combien de minutes nous resterions sur terre,flight_status
Le pilote annonce que nous allons être retardés,flight_status
Je souhaite visiter la ville de Londres. Est-ce que vous avez quelque chose à propos de cela ?,travel_suggestion
Je souhaiterai visiter la ville de Rome. Voulez-vous m’aider ?,travel_suggestion
Je désire visiter la ville de Tokyo. Pensez-vous avoir quelque chose à propos de cela ?,travel_suggestion
Que fait-il si on oublie son sac à dos au bureau d'enregistrement ?,lost_luggage
Comment dit-on «j'arrive à l'aéroport d'Atlanta» en français,translate
Je voudrais savoir si il est possible d'emporter une guitare acoustique dans l'avion,carry_on
Avez-vous une idée de ce qui se passe à Berlin,travel_suggestion
Quel est le meilleur endroit où aller dans New York,travel_suggestion
Je veux voir quelque chose d'intéressant à Los Angeles,travel_suggestion
Dites-moi ce qu'est-ce qui se trouve près de Times Square,travel_suggestion
Quels sont les hôtels disponibles à Cali le 11 novembre,book_hotel
Je souhaite réserver une chambre à l'hôtel Hilton Garden Inn à New York City pour deux nuits commençant le 1er janvier,book_hotel
Que peut-on trouver à Los Angeles?,travel_suggestion
Pourquoi mes bagages ont été perdu lorsque je suis parti avec American Airlines,lost_luggage
Pouvez-vous me donner des informations sur le vol 1234 de United Airlines qui part de Chicago vers Londres ?,flight_status
Dites-moi comment je dis «bonjour» en allemand,translate
Je voudrais savoir s’il y a des restrictions concernant les objets personnels dans les compartiments,carry_on
Je veux aller au musée national australien,travel_suggestion
Je suis allé à Amsterdam il y a quelques jours. Quels sont les lieux que je ne dois pas manquer ?,travel_suggestion
Je souhaiterais savoir si il y a des restrictions de cabine pour les États-Unis,carry_on
Est-ce que je peux emporter un sac à dos dans l’avion,carry_on
Quels sont les principaux points d’intérêt de Rome,travel_suggestion
Quel est l'heure d'atterrissage,flight_status
Quels sont les pays qui ont des alertes de voyage actives,travel_alert
Quelles sont les destinations populaires pour les vacances d'été,travel_suggestion
Avez-vous une idée de ce que je peux faire à Chicago,travel_suggestion
"Je suis arrivé trop tôt et l'avion n'est pas encore prêt à partir, est-ce que vous pouvez m'aider à réserver un hôtel pendant la journée",book_hotel
Dites moi comment aller de San Francisco à Seattle,travel_suggestion
Où je peux aller avec mes enfants pendant nos vacances,travel_suggestion
Que signifie «il n'y a pas de place disponible» en espagnol,translate
comme dit-on «merci» en espagnol,translate
comment dit-on «au revoir» en russe,translate
Que devrais-je voir si je vis à San Francisco,travel_suggestion
Que fait-on dans la ville d'Auckland,travel_suggestion
Je voudrais savoir si British Airways a des restrictions de bagage à main,carry_on
Je voudrais savoir si il y a des alertes de voyage en Chine,travel_alert
J'ai perdu mes bagages lorsque j'avais pris le vol American Airlines AA123 de Chicago à Los Angeles,lost_luggage
Est-ce qu’il existe des restrictions de cabine pour les vols vers les Émirats Arabes Unis?,carry_on
Quel est le numéro du vol qui va partir vers Paris?,flight_status
Quelle est la meilleure façon de passer ma journée à Venise,travel_suggestion
Que devrais-je faire quand j’arrive à destination,travel_suggestion
Auquel hôtel pourrai-je rester à San Francisco?,book_hotel
Comment puis-je réserver une chambre au Grand Central Hotel?,book_hotel
Je veux voir le mont Fuji,travel_suggestion
Que devrais-je faire dans Kyoto,travel_suggestion
Pensez-vous que cela soit possible de prendre avec soi un sac à dos dans l'avion,carry_on
Sachez-vous comment on dit «merci» en espagnol,translate
Pouvez-vous me donner des suggestions de destinations pour mes vacances prochaines ?,travel_suggestion
Peut-être que vous avez des suggestions pour mes vacances à Miami ?,travel_suggestion
Avez-vous des conseils pour ma prochaine visite à Rome ?,travel_suggestion
Comment dit-on «départ» en anglais,translate
"Comment dit-on ""I am going to Paris next week"" en espagnol ?",translate
Est-ce qu'un sac à dos peut être considéré comme un bagage à main,carry_on
Que peut-on trouver à faire à Paris ce week-end?,travel_suggestion
Avez-vous des suggestions sur où j’peux visiter au Québec ?,travel_suggestion
Pouvez-vous me donner quelques conseils pour visiter Londres,travel_suggestion
Je suis arrivé trop tôt au terminal et mon avion n'est pas encore prêt à décoller. Quand peut-je prendre mon siège ?,flight_status
Combien coûterait-il de mettre un sac à dos dans la cabine ?,carry_on
Je veux réserver une chambre à New York City pour deux personnes entre le 1er et le 3 janvier,book_hotel
Quels sont les meilleurs endroits pour visiter à Londres,travel_suggestion
Quels sont les meilleures villes européennes pour voyager,travel_suggestion
Dans quel hôtel loger à Madrid,book_hotel
Quand le prochain vol vers Paris partira-t-il ?,flight_status
Quelles sont les restrictions de cabine pour les Philippines?,carry_on
Que devrais-je mettre dans mon sac à main et ce qui ne peut pas aller dedans,carry_on
Que peut-il y avoir d'intéressant à voir dans la ville de Toulouse ?,travel_suggestion
Donnez-moi une suggestion d'hôtels à Los Angeles,book_hotel
Avez-vous besoin de prendre votre sac à dos avec vous sur cet avion,carry_on
"Comment appellez-vous ""le"" en français",translate
Puis-je emmener mon sac à dos en avion,carry_on
Veuillez m'informer s'il existe des restrictions de bagage à main,carry_on
Avez-vous des conseils pour voyager avec enfants,travel_suggestion
Souhaitez-vous que nous vous donniez des conseils pour voyager dans un pays où on parle anglais,travel_suggestion
Comment puis-je réserver une place pour la nuit prochaine dans un hôtel près d'Oakland Airport,book_hotel
Je veux savoir quand mon vol décolle,flight_status
Quelle est la restriction de bagage à main pour Air France,carry_on
Pourriez-vous me donner des informations sur les lieux touristiques à Hyderabad?,travel_suggestion
Quels sont les endroits touristiques à visiter à Bali?,travel_suggestion
"Mon avion va partir en 1 heure et demie, comment puis-je savoir si cela se produira",flight_status
Pourquoi mes bagages ne sont pas parvenu à destination?,lost_luggage
Que devrais-je faire si je me retrouve sans mon sac à dos?,lost_luggage
Je veux voir les informations sur le vol qui va partir dans deux heures,flight_status
Quel est le mot qui veut dire «café» en allemand ?,translate
Mon numéro de vol est AA123. Quand arrive-je à destination ?,flight_status
Je voudrais savoir si il y a des restrictions sur les bagages à main pour Air France,carry_on
"Traduitz-le ceci en français : ""I am going to buy some groceries""",translate
Que devrais-je faire quand je suis à New York,travel_suggestion
Est-ce qu'un avion Air France va partir vers Paris aujourd'hui?,flight_status
Est-ce qu'il existe des restrictions de poids pour les bagages à main?,carry_on
Je veux voir les choses à faire à New York,travel_suggestion
Je voudrais réserver une chambre pour deux personnes au Grand Hotel de Londres,book_hotel
Quels sont les pays où il y a des alertes de voyage actuellement en vigueur,travel_alert
Je voudrais un hôtel avec piscine et spa près d’un parc,book_hotel
Je veux voir le Grand Canyon. Que devrais-je faire pour y aller,travel_suggestion
Auquel hôtel vous conseillez-vous de rester à Tokyo ?,book_hotel
Quelles sont les restrictions liées aux bagages à main ?,carry_on
Je veux savoir quand le prochain avion va partir,flight_status
Je suis arrivé à Paris et je ne sais pas où aller,travel_suggestion
Que devrais-je faire si je veux voir les pyramides d’Égypte,travel_suggestion
I want to book a room in a hotel in Paris,book_hotel
Je veux voir la plage et l'aquarium d'Orlando,travel_suggestion
Pourquoi ne pas visiter Universal Studios lorsque vous allez à Orlando ?,travel_suggestion
Je cherche un hôtel à Los Angeles pendant Noël,book_hotel
Quels sont les hôtels les plus populaires dans le quartier de Westwood Village,book_hotel
"J'ai besoin d'un mot clé pour ""pour"" en français",translate
Je suis allée à Paris. Donnez-moi quelques suggestions de lieux que je ne devrais pas rater,travel_suggestion
Pourquoi mon avion ne s'est pas débarrassé de ses bagages,lost_luggage
Je cherche un hôtel à Los Angeles pour trois nuits commençant le 1er avril,book_hotel
Dans quel hôtel devrais-je rester à Sydney,book_hotel
Puis-je emporter ma guitare dans mon bagage à main,carry_on
Comment puis-je obtenir un remboursement pour ma bagage perdu,lost_luggage
"Quelle est la meilleure manière de dire ""bonne nuit"" en espagnol",translate
Que fait-on dans l'île d'Hawaï,travel_suggestion
Que peut-il se produire lorsque vous avez perdu vos bagages?,lost_luggage
Je veux voir si il existe une réserve d'hébergement disponible dans cette ville,book_hotel
Quelle est la taille des sacs à dos autorisés sur le vol,carry_on
Que doit-on voir à New York ?,travel_suggestion
Que peut-on trouver dans la région ?,travel_suggestion
Est-ce que vous pouvez me donner des informations sur l'hôtel où j'ai fait ma réservation ?,book_hotel
Que doit-on faire dans le centre-ville de New York,travel_suggestion
Je voudrais savoir comment ajouter une alerte de voyage,travel_alert
Quel est le nombre d'alerte de voyage pour les États Unis?,travel_alert
Quels sont les pays dont il est interdit d’y voyager actuellement ?,travel_alert
Est-ce qu’il y a une alerte de voyage en cours au Japon ?,travel_alert
Quel est le statut du vol AA123,flight_status
Je veux voir si il y a une alerte de voyage pour l'Inde,travel_alert
Je souhaite savoir s'il existe des alertes de voyage pour l'Italie,travel_alert
Comment puis-je savoir s'ils ont été trouvés et où ils se trouvent maintenant,lost_luggage
"Je suis parti d'Atlanta vers Paris en avion, mais mon sac à dos est resté à Atlanta",lost_luggage
Où je peux aller pour récupérer mon sac à dos,lost_luggage
J'ai besoin d'une assistance urgente car mes bagages ne sont pas arrivés avec moi,lost_luggage
"Mon numéro de vol était AA123, et j'avais un sac à dos rouge",lost_luggage
Avez-vous une idée de quand ma valise sera retrouvé,lost_luggage
Où sont mes bagages ?,lost_luggage
J'ai besoin de connaître la date exacte où mes bagages seront arrivé,lost_luggage
Où se trouve le bureau de récupération de bagages ?,lost_luggage
Peut-on demander au personnel de l'aéroport de nous appeler lorsque nos bagages sont arrivés ?,lost_luggage
Que devrait-on faire si on ne reçoit pas ses bagages après avoir débarqué ?,lost_luggage
"Si on ne reçoit pas son bagage, comment peut-on s'en servir ?",lost_luggage
"En cas de problème avec les bagages, comment peut-on résoudre ce problème ?",lost_luggage
Quelle est la procédure à suivre si on ne reçoit pas ses bagages ?,lost_luggage
Je voudrais savoir comment récupérer mon sac à dos,lost_luggage
Où puis-je aller pour demander une compensation pour le sac à dos qui m'a manqué ?,lost_luggage
Je veux voir les alertes de voyage pour la France,travel_alert
Avez-vous des informations sur les alertes de voyage aux Etats-Unis ?,travel_alert
Quelles sont les alertes de voyage à destination de l'Inde ?,travel_alert
Que peut-on faire si les bagages perdus ne sont pas trouvés ?,lost_luggage
Pourquoi mes bagages ont été perdus et comment pouvez-vous m'aider à trouver ceux-ci?,lost_luggage
Mon numéro de vol était FF1234 et j'avais deux bagages à bord,lost_luggage
Où peut-on trouver plus d'informations sur les alertes de voyages actuelles?,travel_alert
Est-ce qu’un avis de voyage est disponible pour l’Inde,travel_alert
Quand les bagages seront ils là ?,lost_luggage
J'ai perdu mon téléphone portable,lost_luggage
Est-ce qu'un vol international peut être annulé par une alerte de voyage,travel_alert
Comment puis-je savoir s'il y a une alerte de voyage en cours dans un pays donné ?,travel_alert
Je veux aller au Japon mais comment sait-on que cela sera autorisé ?,travel_alert
Où est mon bagage?,lost_luggage
Mon bagage a disparu,lost_luggage
Est-ce qu'il existe une alerte de voyage aux États-Unis ?,travel_alert
Le bagage n'est pas arrivé,lost_luggage
Il faut trouver ma valise,lost_luggage
Où se trouve mon bagage ?,lost_luggage
Comment puis-je obtenir un avis de voyage pour l’Espagne,travel_alert
"J’ai perdu mon sac à dos et ma valise, comment puis-je récupérer ces objets",lost_luggage
"Mon sac à dos n’est pas arrivé avec moi, où peut-on me le remettre",lost_luggage
Comment puis-je savoir s'il existe un avis de voyage pour le Japon ?,travel_alert
Comment puis-je ajouter une alerte de voyage pour le Japon?,travel_alert
Je voudrais connaître l'état des bagages perdus de Delta Air Lines aujourd'hui,lost_luggage
Comment puis-je obtenir un remboursement pour la perte d'un sac à dos ?,lost_luggage
Comment puis-je savoir quand ma valise arrivera ?,lost_luggage
Je voudrais savoir où j'en suis dans le processus d'obtention de mes bagages,lost_luggage
Est-ce qu'on m'aide à retrouver mes bagages ?,lost_luggage
Avez-vous un numéro de téléphone ou une adresse email pour contacter quelqu'un au sujet de mes bagages ?,lost_luggage
Combien de temps prendra-t-il avant que je puisse obtenir mes bagages ?,lost_luggage
Quel est le meilleur moyen de faire en sorte que mes bagages soient livrés chez moi ?,lost_luggage
Comment puis-je demander aux agents du service clientèle de me donner plus d'informations sur les bagages perdus ?,lost_luggage
Comment puis-je savoir s'ils ont déjà été localisé ?,lost_luggage
Comment puis-je savoir s'ils m'ont donné mon sac à dos ou non,lost_luggage
Je suis arrivée au siège social d'American Airlines pour récupérer ma valise mais ils disaient qu'elle avait été envoyée par erreur vers un autre endroit,lost_luggage
J'ai perdu mon sac à dos dans la rue et je veux savoir comment pouvais-je obtenir une remboursement,lost_luggage
"Si je perd mon sac à dos, comment puis-je le retrouver",lost_luggage
Quel est le meilleur moyen de contacter American Airlines pour signaler que je n'ai pas reçu mon sac à dos,lost_luggage
Quelles sont les options disponibles pour réclamer une compensation financière pour un sac à dos perdu,lost_luggage
Quand ai-je besoin de commencer à soumettre une demande de remplacement de bagage,lost_luggage
Supprimez l'alerte de voyage pour le Mexique,travel_alert
Comment puis-je obtenir plus d'informations sur les alertes de voyage ?,travel_alert
Pourriez-vous me dire comment j'obtiens plus d'informations sur les alertes de voyage ?,travel_alert
Quel est l'état du vol BA123 ?,flight_status
Mon vol est-il retardé ?,flight_status
Je suis parti de Chicago et j'ai un problème avec mon sac à dos,lost_luggage
Comment peut-on obtenir un remboursement pour nos bagages perdus ?,lost_luggage
Est-ce qu'il est possible d'obtenir un remboursement pour nos bagages perdus ?,lost_luggage
J'ai perdu mon sac à dos et ma valise dans l'aéroport de Denver,lost_luggage
Mon sac à main a disparu lors de la descente de l'avion,lost_luggage
Les bagages ont été déchargés mais ils étaient tous endommagés,lost_luggage
Nos bagages ont été envoyés par erreur vers un autre avion,lost_luggage
L'équipage a oublié de charger nos bagages,lost_luggage
Un membre de l'équipage a pris nos bagages par erreur,lost_luggage
Une personne a emprunté nos bagages sans autorisation,lost_luggage
Pourquoi est-ce que le vol a été annulé ?,flight_status
